SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.529282357,62,0,0.196881324,8400.0,4,0,1,0,0.0
0,0.142728943,37,0,3462.0,,3,0,1,0,0.0
0,0.0,78,0,184.0,,9,0,0,0,0.0
0,0.238648777,70,0,0.265688151,4700.0,6,0,0,0,0.0
0,0.9999999,69,0,0.200539973,6666.0,3,0,1,0,0.0
0,0.865254178,54,0,401.0,,3,0,0,0,2.0
0,0.031298268,34,0,0.575737377,6000.0,6,0,2,0,0.0
0,0.21919899,42,1,0.506320386,4350.0,8,0,1,0,2.0
1,0.705515487,31,2,0.539481738,4900.0,9,0,1,0,2.0
0,0.019645995,69,0,0.004082993,12000.0,14,0,0,0,0.0
0,0.027147781,69,0,0.152552553,3329.0,6,0,0,0,0.0
0,0.0,44,0,0.401638357,8300.0,4,0,2,0,4.0
0,0.067815099,70,1,52.0,,3,0,0,0,
1,0.920154264,32,0,0.174610556,4300.0,3,0,0,0,1.0
1,0.02563023,39,2,0.503592627,3200.0,5,0,2,0,2.0
0,0.871353419,64,0,0.406345067,2300.0,5,0,0,0,1.0
0,0.51918104,35,0,0.458725004,5850.0,7,0,2,0,3.0
0,0.105268024,73,0,1792.0,,13,0,2,0,0.0
1,0.89592098,33,0,0.35703848,4105.0,11,0,0,0,1.0
0,0.764961784,36,0,0.302114456,8701.0,10,0,1,0,2.0
0,0.0,63,0,0.0,1500.0,2,0,0,0,0.0
0,0.205307513,57,0,1742.0,,9,0,1,0,1.0
0,0.084416632,47,0,0.19199616,16666.0,5,0,2,0,2.0
1,1.024820542,36,0,0.549725275,3639.0,9,1,0,0,1.0
0,0.098389623,62,0,0.077084583,3333.0,4,0,0,0,0.0
0,0.040097703,69,0,36.0,1.0,8,0,0,0,0.0
0,0.070728618,65,0,972.0,,3,0,1,0,
0,0.16571414,77,0,0.538827528,5884.0,11,0,2,0,2.0
1,0.0,49,0,5.83908046,2000.0,13,0,10,0,2.0
0,0.188805685,53,0,0.256500661,11344.0,7,0,2,0,2.0
0,0.03839616,58,0,0.001466471,7500.0,2,0,0,0,0.0
0,0.872383995,65,0,0.469423413,6867.0,15,0,1,0,1.0
0,0.284953638,43,0,2384.0,,11,0,1,0,1.0
0,0.053553087,72,0,0.684398429,2800.0,17,0,1,0,0.0
0,0.061587682,45,1,0.368909513,6033.0,9,0,1,0,0.0
0,0.231465246,61,0,0.355404955,9000.0,16,0,1,0,1.0
1,0.985334311,42,0,1.053986503,4000.0,5,0,2,0,0.0
0,0.072186663,63,0,0.019497563,5333.0,9,0,0,0,0.0
0,0.031736664,50,0,0.665388828,1825.0,10,0,1,0,1.0
0,0.235449962,38,0,0.621922898,2152.0,7,0,1,0,1.0
0,0.001674546,51,0,0.259767034,9700.0,12,0,2,0,3.0
0,0.0,68,2,0.260775862,4175.0,5,0,1,0,0.0
1,0.41715952,50,1,0.586025344,11205.0,17,0,6,0,1.0
0,0.039285313,62,0,0.17820882,6598.0,8,0,1,0,1.0
0,0.079147445,51,0,2462.0,,6,0,1,0,3.0
0,0.008944196,77,0,16.0,,11,0,0,0,0.0
0,0.278721279,35,0,0.001919846,4166.0,2,0,0,0,0.0
0,0.044547773,72,0,0.009140246,3500.0,6,0,0,0,1.0
0,0.002307633,63,0,0.278023771,4290.0,6,0,2,0,0.0
1,1.736526946,43,0,364.0,,2,2,0,0,0.0
0,0.090990533,71,0,0.176856816,16600.0,9,0,1,0,1.0
0,0.0,23,0,0.0,,1,0,0,0,0.0
0,0.394957233,53,0,0.236952609,5000.0,7,0,0,0,2.0
0,0.0,61,0,0.081972676,3000.0,6,0,0,0,0.0
1,0.064169595,67,0,2050.0,,10,0,2,1,0.0
0,0.0,49,0,0.200839958,6666.0,12,0,1,0,4.0
0,0.170200677,58,0,0.249680878,7833.0,4,0,1,0,0.0
0,0.0,31,0,0.432783608,2000.0,9,0,1,0,0.0
0,0.099263533,63,0,2043.0,,8,0,1,0,0.0
0,0.0,54,0,0.596727769,6600.0,6,0,1,0,2.0
1,0.9999999,51,0,0.004142265,7000.0,1,0,0,1,0.0
1,0.9999999,26,96,0.0,,0,96,0,96,0.0
0,0.089659195,26,1,0.11481175,4833.0,6,0,0,0,0.0
0,0.516626086,63,0,1.256613206,4800.0,17,0,2,0,0.0
0,0.002707016,55,1,439.0,,14,0,0,0,
0,0.120492285,74,0,0.16597625,14483.0,18,0,1,0,1.0
1,0.215536563,52,3,1.628895184,6000.0,15,0,10,0,3.0
0,0.762523748,26,0,0.924393723,700.0,8,0,0,0,0.0
0,0.031064596,70,0,0.201457241,7822.0,2,0,1,0,0.0
0,0.084073689,67,0,0.184135502,5962.0,10,0,1,0,0.0
0,0.000988989,78,0,0.000239981,4166.0,4,0,0,0,1.0
0,0.0,31,0,0.155265181,1300.0,3,0,0,0,0.0
0,0.140052393,51,0,0.20717309,8977.0,7,0,1,0,1.0
0,0.024839556,65,0,337.0,,6,0,0,0,0.0
0,0.079308592,27,0,0.629665536,2062.0,3,0,1,0,0.0
0,0.083330688,79,0,0.01028481,7583.0,3,0,0,0,0.0
1,0.731084411,57,0,1.299233589,3000.0,14,0,2,0,0.0
0,0.020379453,62,1,0.004776527,2930.0,7,0,0,0,0.0
0,0.011647255,46,0,0.204814052,9222.0,10,0,0,0,1.0
0,0.463259688,79,0,0.268518519,3995.0,4,0,0,0,0.0
0,0.12254761,63,0,0.117030381,9347.0,13,0,1,0,1.0
0,0.143621409,75,0,0.1517067,8700.0,4,0,1,0,0.0
0,0.062742921,63,0,0.950269701,7600.0,7,0,3,0,2.0
0,0.0,48,0,0.57107662,4058.0,5,0,1,0,1.0
0,0.055012241,63,0,0.10295408,13675.0,8,0,0,0,0.0
0,0.503896252,57,0,1.00569886,3333.0,13,0,1,0,1.0
0,0.058710092,70,0,0.018735363,1280.0,2,0,0,0,0.0
0,0.263855441,52,0,0.514612452,2360.0,13,0,1,0,3.0
0,0.016815731,62,0,0.103275885,7600.0,18,0,0,0,0.0
0,0.026134003,77,0,0.148528992,3500.0,9,0,1,0,0.0
0,0.003253475,44,0,0.666448517,4583.0,10,0,3,0,1.0
0,0.008950019,36,1,0.425373134,10049.0,16,0,4,0,0.0
0,0.023142256,73,0,0.289426523,2231.0,9,0,1,0,1.0
0,0.098150308,66,0,0.007080383,2400.0,4,0,0,0,0.0
0,0.045926651,63,0,0.023990404,2500.0,11,0,0,0,0.0
0,0.253186946,56,0,0.720537617,6100.0,11,0,2,0,0.0
0,0.023599799,74,0,0.029830847,12000.0,8,0,0,0,1.0
0,0.003846119,61,0,0.001387123,8650.0,12,0,0,0,0.0
0,0.056783461,29,0,0.020425902,2300.0,5,0,0,0,0.0
0,0.9999999,31,1,495.0,0.0,3,0,0,0,0.0
0,0.12329589,42,0,3409.0,0.0,7,0,2,0,3.0
0,0.0,56,0,0.323181532,17500.0,9,0,6,0,1.0
0,0.190061563,42,0,0.26234753,5000.0,10,0,1,0,1.0
1,0.976222345,30,0,0.284229284,3366.0,9,0,0,0,0.0
0,0.283711855,33,0,0.119868251,8500.0,11,0,0,0,0.0
1,0.060839526,48,2,0.289957977,6900.0,13,1,2,1,0.0
0,0.041851107,58,0,0.249305991,11166.0,21,0,2,0,0.0
0,0.065739815,42,0,0.011502783,5389.0,3,0,0,0,0.0
1,0.881558602,32,0,0.550689862,5000.0,11,0,1,0,0.0
0,0.084621866,55,0,2926.0,,21,0,1,0,
0,0.081363765,35,0,0.098709326,5500.0,8,0,0,0,0.0
0,0.272482616,45,0,0.110750983,14500.0,7,0,0,0,3.0
1,0.966295759,41,1,0.112338858,3800.0,4,4,0,1,3.0
0,0.120881273,48,0,0.392759661,6960.0,5,0,2,0,2.0
0,0.088193682,53,0,1.019029189,6200.0,22,0,4,0,2.0
0,0.366572453,57,0,3155.0,,8,0,2,0,0.0
0,0.217561023,65,0,2.129405883,12000.0,9,0,1,0,1.0
0,0.020877285,42,0,0.098066029,5118.0,5,0,0,0,5.0
1,2.143094842,51,1,0.28706084,3500.0,3,3,0,0,0.0
0,0.09706133,33,0,0.198360328,5000.0,5,0,1,0,0.0
1,1.336621455,47,1,0.012329224,3000.0,2,0,0,0,2.0
0,0.024936718,68,0,0.311844078,2000.0,9,0,1,0,0.0
0,0.136984779,78,0,0.010854042,3500.0,3,0,0,0,0.0
1,0.995818562,36,0,0.721209213,4167.0,5,0,1,0,2.0
0,0.01864651,49,0,2468.0,,5,0,1,0,0.0
0,0.478508201,31,0,0.412889625,6640.0,10,0,2,0,3.0
0,0.0,49,0,0.454973514,1698.0,8,0,0,0,0.0
0,0.392605964,31,0,0.588401365,8500.0,17,0,1,0,0.0
0,0.031138456,58,0,0.353330257,6500.0,6,0,1,0,0.0
1,0.352465551,36,1,0.657787377,8333.0,24,0,0,0,2.0
0,0.9999999,38,0,0.229477052,10000.0,4,0,1,0,0.0
0,0.249955446,67,0,1226.0,,13,0,2,0,1.0
0,0.028999597,65,0,1934.0,,12,0,1,0,0.0
0,0.0,77,0,0.021171489,4250.0,8,0,0,0,0.0
0,0.01257706,60,0,0.40230926,4416.0,6,0,1,0,0.0
0,0.618089881,33,0,0.155999082,4358.0,9,0,0,0,0.0
0,0.118076116,64,0,0.05876471,13000.0,3,0,1,0,0.0
1,0.9999999,47,0,0.587804065,3000.0,4,0,1,0,0.0
0,0.471712368,50,0,2529.0,,4,0,1,0,0.0
1,0.000362551,58,6,2592.0,,10,0,2,2,0.0
1,0.288910043,41,1,1192.0,1.0,7,0,2,1,2.0
0,0.053258815,44,0,1.565390353,2010.0,5,0,1,0,2.0
0,0.000744025,62,0,0.320824362,3250.0,9,0,1,0,0.0
1,0.790026247,40,0,0.579221908,4600.0,6,0,2,0,0.0
0,0.018849506,52,0,0.29956727,5083.0,15,0,2,0,0.0
0,0.016489123,30,0,0.122147359,4600.0,8,0,0,0,0.0
0,0.162196157,41,0,0.496417264,6000.0,8,0,1,0,1.0
1,0.630378074,38,0,3486.0,,11,0,2,0,0.0
1,0.649223385,35,1,0.559751222,2250.0,3,0,2,0,0.0
0,0.158859615,56,0,0.314900386,13200.0,6,0,2,0,4.0
0,0.219138057,62,0,0.471504071,7000.0,43,0,2,0,0.0
0,0.048566687,43,0,0.195336116,6946.0,6,0,1,0,4.0
0,0.007099929,54,0,0.031208884,19000.0,11,0,0,0,3.0
0,0.002395927,79,0,0.322535493,5000.0,6,0,1,0,0.0
0,0.121546961,46,0,0.321971683,1906.0,6,0,0,0,3.0
0,0.782298154,48,0,0.256842895,8000.0,7,0,1,0,4.0
0,0.0,55,0,6581.0,,9,0,4,0,3.0
1,1.097587481,40,6,1135.0,,7,4,0,5,0.0
0,0.124650047,32,0,446.0,,2,0,0,0,0.0
0,0.054274558,48,0,0.220824463,10333.0,9,0,2,0,0.0
0,0.01939806,39,0,0.234747024,2687.0,2,0,0,0,3.0
0,0.443504996,23,0,54.0,,3,0,0,0,
1,0.9999999,58,1,0.195149678,7916.0,3,1,1,0,1.0
1,0.895712017,40,0,0.448885473,1300.0,2,0,0,0,0.0
0,0.007581812,76,0,0.004581424,2400.0,4,0,0,0,0.0
0,0.08925846,29,0,0.019992003,2500.0,3,0,0,0,1.0
0,0.008774781,78,0,0.215659129,6500.0,8,0,1,0,0.0
1,0.629599452,48,1,0.959800848,5422.0,9,0,2,0,0.0
0,0.000621875,50,0,0.788130185,6267.0,7,0,1,0,1.0
0,0.284273309,57,0,0.217627762,11583.0,3,0,1,0,3.0
0,0.0,80,0,0.0,1721.0,6,0,0,0,0.0
0,0.401239167,56,0,0.201838696,16750.0,13,0,2,0,2.0
0,0.289912474,49,0,0.335574153,7288.0,11,0,2,0,1.0
0,0.09749514,77,0,208.0,,7,0,0,0,0.0
0,0.054648451,45,0,0.34495688,8000.0,6,0,1,0,3.0
0,0.256384567,49,0,0.370325935,5000.0,7,0,1,0,0.0
0,0.05785215,59,0,93.0,,3,0,0,0,0.0
0,0.120196566,61,0,0.240344957,8000.0,8,0,1,0,0.0
0,0.04967101,62,0,0.205706634,9707.0,9,0,1,0,1.0
0,0.108587106,46,0,0.305174644,7729.0,17,0,2,0,3.0
0,0.658118325,57,0,0.357025995,5500.0,28,0,1,0,0.0
0,0.678632137,48,0,203.0,,5,0,0,0,0.0
0,0.9999999,65,0,0.194196429,3135.0,8,0,0,0,0.0
0,0.1497041,62,0,0.289283366,6083.0,8,0,1,0,2.0
1,0.576297444,50,0,0.259204471,6083.0,8,0,0,1,3.0
0,0.00339966,73,0,0.000356888,2801.0,2,0,0,0,1.0
0,0.0,48,0,0.244262668,4400.0,17,0,1,0,0.0
0,0.130920452,59,0,0.049105655,9000.0,5,0,0,0,1.0
0,0.161925255,50,0,0.348788638,9575.0,11,0,2,0,3.0
0,0.9999999,37,0,187.0,,1,0,0,0,0.0
1,0.9999999,38,0,1.116470882,4000.0,5,0,2,0,2.0
0,0.359293412,57,0,1368.0,,4,0,1,0,0.0
0,0.126534814,77,0,77.0,,3,0,0,0,
0,0.040439507,71,0,0.192211544,18000.0,24,0,3,0,0.0
0,0.424741173,61,0,0.047842088,2988.0,4,0,0,0,0.0
0,0.019091634,79,0,0.175645756,4064.0,8,0,1,0,0.0
0,0.464976751,44,0,1276.0,,4,0,1,0,4.0
1,0.972149322,39,1,0.374754817,8666.0,14,2,2,0,1.0
0,0.039706212,72,0,3049.0,,9,0,2,0,0.0
0,0.0,61,0,0.16661299,18629.0,6,0,2,0,1.0
0,0.011522292,34,0,0.260594742,6960.0,10,0,1,0,1.0
0,0.004153271,64,0,0.268968064,5416.0,10,0,1,0,0.0
0,0.300466241,60,0,0.497899733,18330.0,16,0,5,0,0.0
0,0.193362915,52,0,0.532364374,5916.0,12,0,2,0,1.0
0,0.455560602,56,0,2732.0,,12,0,1,0,0.0
0,0.429974281,54,0,0.238990716,4200.0,5,0,0,0,0.0
0,0.000693995,43,0,0.459810053,4316.0,14,0,4,0,3.0
0,0.586449028,61,0,0.477753708,6000.0,9,0,2,0,0.0
1,0.9999999,77,2,1.035065484,2366.0,3,0,2,2,0.0
0,0.027710803,75,0,0.083187632,10866.0,8,0,1,0,0.0
0,0.020293833,57,0,0.137925904,13441.0,12,0,2,0,0.0
0,0.651718253,68,0,1.049216754,9000.0,9,0,2,0,1.0
0,0.009617004,51,0,0.2256707,1900.0,12,0,0,0,0.0
0,0.074822551,52,0,0.384146341,5083.0,17,0,1,0,0.0
0,0.001002683,49,0,0.363946634,25783.0,9,0,3,0,2.0
1,0.814275753,46,0,0.548150616,3000.0,8,0,0,0,0.0
0,0.550011306,53,0,3389.0,,8,0,3,0,0.0
0,0.133243944,37,0,0.547300164,16500.0,11,0,4,0,2.0
0,0.104384595,33,0,0.362687182,7278.0,14,0,2,0,0.0
1,1.003862758,48,0,0.132933533,2000.0,5,0,0,0,2.0
1,0.42973024,24,3,1054.0,,11,0,0,0,0.0
1,0.77042474,43,0,0.706757508,7191.0,13,0,2,0,3.0
1,0.164894504,54,3,0.119991667,14400.0,9,1,2,0,0.0
0,0.255939837,35,0,0.996583699,2048.0,11,0,1,0,1.0
1,0.49537363,49,2,0.577040696,4250.0,19,0,1,0,0.0
1,0.71314741,34,1,0.026140441,1950.0,2,0,0,0,1.0
1,0.9999999,47,0,0.000512689,3900.0,0,0,0,0,0.0
0,0.642059657,41,0,0.429857014,10000.0,6,0,3,0,2.0
1,0.649443303,71,2,0.47545582,4277.0,11,0,2,0,0.0
1,0.996364297,46,1,0.118372577,12485.0,4,4,1,2,3.0
1,0.903006062,32,0,0.1046612,4633.0,4,0,0,0,1.0
0,0.046597458,70,0,0.227267042,7994.0,12,0,2,0,0.0
0,0.051392833,45,0,0.231967111,8026.0,11,0,1,0,3.0
0,0.014174646,72,0,0.250816572,5816.0,6,0,2,0,0.0
0,0.041866108,45,0,0.1225445,14100.0,9,0,1,0,4.0
1,0.243738697,54,9,0.496943627,4416.0,30,0,1,2,1.0
1,0.897431339,44,1,0.408709339,3811.0,5,0,1,0,0.0
0,0.0,62,0,0.0,,1,0,0,0,
0,0.0,84,0,3.0,,9,0,0,0,
0,0.115992001,29,0,0.461492891,3375.0,13,0,1,0,0.0
0,0.014934458,38,0,0.157300256,14430.0,5,0,1,0,1.0
0,0.427733055,50,0,0.372658773,4644.0,10,0,2,0,0.0
0,0.038794281,66,0,0.305788776,4525.0,11,0,1,0,0.0
1,0.950644189,61,2,4784.0,,7,1,2,1,2.0
0,0.437825923,52,0,0.280786536,6000.0,8,0,1,0,0.0
0,0.118058811,85,0,112.0,,4,0,0,0,0.0
0,0.062016249,84,0,38.0,,6,0,0,0,0.0
0,0.276809043,59,1,1830.0,,18,0,0,0,2.0
1,0.924369748,32,1,0.073047187,3750.0,4,0,0,0,2.0
1,0.9999999,45,1,0.0,2200.0,0,1,0,0,1.0
0,0.018438241,40,0,9.0,,2,0,0,0,0.0
0,0.029041523,42,0,2373.0,,6,0,1,0,0.0
0,0.777181349,36,0,0.213361562,4250.0,8,0,0,0,1.0
0,0.056189138,41,0,0.483020554,4475.0,6,0,1,0,2.0
1,0.151165694,30,0,0.941211758,5000.0,12,0,2,0,0.0
1,0.671535643,54,0,0.653421442,11500.0,16,0,2,0,4.0
0,0.004879536,79,0,0.005617978,1601.0,7,0,0,0,0.0
0,0.061512528,69,0,64.0,,2,0,0,0,0.0
0,0.593029737,58,0,541.0,,6,0,0,0,0.0
0,0.019529497,66,0,0.191518943,8630.0,14,0,1,0,1.0
0,0.031799091,83,0,0.009272267,3558.0,5,0,0,0,0.0
0,0.272971649,47,0,0.329190056,9975.0,10,0,2,0,2.0
0,0.9999999,45,0,9260.0,0.0,7,0,4,0,4.0
0,0.0,46,0,0.248488485,21666.0,4,0,2,0,4.0
1,0.9999999,28,0,0.089053803,1616.0,1,0,0,0,2.0
0,0.029681597,71,0,27.0,,7,0,0,0,0.0
0,0.341941655,30,0,0.290233838,2180.0,4,0,0,0,0.0
0,0.380144603,50,0,1.355389929,5500.0,19,0,1,0,2.0
0,0.126638318,67,0,2912.0,,8,0,2,0,0.0
0,0.95234536,59,0,0.550786331,8456.0,12,0,2,0,1.0
0,0.046231792,75,0,0.101313321,532.0,2,0,0,0,0.0
0,0.56725862,49,0,0.451016186,8216.0,12,0,3,0,3.0
1,0.9999999,34,2,0.099590041,10000.0,4,2,0,1,1.0
0,0.9999999,46,0,306.0,,1,0,0,0,1.0
0,0.021116335,54,0,0.099489478,8030.0,8,0,1,0,0.0
1,0.324975202,39,1,0.311772316,3864.0,13,1,0,0,2.0
1,0.42585341,51,1,0.381485951,5800.0,14,0,0,0,3.0
1,0.964553511,30,1,753.0,,6,0,0,1,0.0
0,0.9999999,27,0,704.0,,3,0,1,0,0.0
0,0.149702213,47,0,1.11993337,1800.0,16,0,1,0,0.0
0,0.072780816,28,0,0.713821545,4000.0,13,0,3,0,0.0
0,0.233849588,41,0,0.273371877,9166.0,8,0,2,0,3.0
0,0.640926077,30,0,0.914034386,2500.0,8,0,1,0,2.0
0,0.028113957,61,0,0.031349387,2200.0,12,0,0,0,0.0
0,0.913951897,37,0,0.246583742,11415.0,9,0,2,0,0.0
0,0.002719743,44,0,0.349470666,9067.0,14,0,2,0,0.0
1,0.298059965,54,1,0.784431138,500.0,4,0,0,1,0.0
1,0.891212751,43,0,0.526264332,11250.0,11,0,2,0,0.0
0,0.00540195,61,0,0.072954164,8333.0,7,0,0,0,0.0
0,0.040098582,75,0,1689.0,0.0,11,0,1,0,1.0
1,0.975146408,33,0,0.332280979,3800.0,4,0,0,0,2.0
0,0.229508197,52,0,0.35716974,5313.0,4,0,1,0,0.0
0,0.442189264,39,0,0.34108766,6490.0,9,0,2,0,1.0
1,0.332060047,52,3,0.506880334,5740.0,19,0,1,0,1.0
0,0.245000392,64,0,1.144196429,4479.0,11,0,2,0,2.0
0,0.0,40,0,0.381154711,4000.0,11,0,2,0,1.0
0,0.364345206,32,0,0.483034447,7750.0,9,0,1,0,1.0
0,0.060645235,53,1,0.441955193,5400.0,12,0,1,0,2.0
1,1.051974013,32,0,0.269115442,2667.0,7,0,0,0,0.0
0,0.012838802,33,0,0.0,3000.0,2,0,0,0,0.0
0,0.022687359,66,0,1286.0,,7,0,1,0,0.0
0,0.150628312,50,0,0.648068155,8333.0,4,0,2,0,3.0
0,0.011440882,77,0,1161.0,,8,0,1,0,1.0
0,0.599047379,59,0,0.255813953,34700.0,23,0,1,0,5.0
0,0.085939101,50,0,62.0,,2,0,0,0,3.0
0,0.01219878,76,0,781.0,,3,0,1,0,0.0
0,0.0,35,0,0.436235859,5833.0,12,0,1,0,1.0
1,0.9999999,32,0,0.0,1800.0,1,0,0,0,2.0
0,0.0,85,0,1639.0,,7,0,1,0,0.0
0,0.017333837,66,0,0.010278114,6615.0,8,0,1,0,0.0
0,0.130146826,85,0,0.048156148,12500.0,8,0,0,0,1.0
0,0.345929738,68,0,1784.0,,8,0,1,0,0.0
0,0.035554918,52,0,0.101728073,9200.0,8,0,1,0,1.0
0,0.130138073,25,0,24.0,,2,0,0,0,
0,0.074352251,37,0,0.0105241,4750.0,3,0,0,0,0.0
0,0.382042618,39,0,825.0,,5,0,0,0,2.0
1,0.943182699,37,0,0.281474539,3200.0,8,0,0,0,4.0
0,0.074003631,89,0,0.012293756,6181.0,7,0,0,0,1.0
0,0.015801819,50,0,1307.0,,5,0,1,0,0.0
0,0.046531265,70,0,1470.0,1.0,7,0,2,0,1.0
0,0.071135629,53,0,0.319834127,11333.0,17,0,1,0,0.0
1,1.060347003,56,0,0.535430798,6928.0,21,0,0,0,3.0
1,0.653578872,44,0,0.600079984,5000.0,18,0,3,0,3.0
0,0.245625174,35,0,0.087464789,7099.0,5,0,0,0,2.0
0,0.198727733,44,0,0.192215409,3750.0,7,0,0,0,0.0
0,0.016873399,77,0,0.010747313,4000.0,12,0,0,0,0.0
0,0.006289176,43,0,0.160106232,10542.0,6,0,1,0,0.0
0,0.005319295,80,0,17.0,,13,0,0,0,0.0
1,0.569552836,49,1,0.463263142,6600.0,20,0,1,0,1.0
0,0.022998563,38,0,0.269016227,3943.0,10,0,1,0,1.0
0,0.021935949,40,0,387.0,,5,0,0,0,3.0
1,0.930470807,64,1,0.612639801,5632.0,13,0,2,0,0.0
0,0.00989307,54,0,0.108517021,7666.0,5,0,1,0,0.0
0,0.051132802,70,0,1050.0,,10,0,1,0,0.0
0,0.9999999,65,98,0.125475285,525.0,0,98,0,98,0.0
1,0.802853955,45,4,0.754177975,7000.0,16,0,1,2,2.0
0,0.128149229,74,0,0.158089596,2700.0,4,0,1,0,0.0
0,0.9999999,45,0,201.0,,0,0,0,0,2.0
0,0.039087912,34,0,0.067460772,8730.0,19,0,0,0,2.0
0,0.132157789,25,0,465.0,,5,0,0,0,0.0
0,0.009147752,57,0,1376.0,,22,0,1,0,0.0
0,0.023268592,42,0,0.000320543,74872.0,4,0,0,0,0.0
0,0.597303167,39,0,0.554311074,9463.0,10,0,3,0,3.0
0,0.322861139,61,0,0.168285203,7825.0,5,0,1,0,3.0
0,0.258240467,46,0,0.208475218,18500.0,10,0,2,0,0.0
0,0.014092742,79,0,27.0,,8,0,0,0,
0,0.9999999,59,0,0.435009998,6500.0,5,0,2,0,0.0
0,0.135292661,58,0,7808.0,,10,0,5,0,2.0
0,0.0,33,0,0.0,1700.0,3,0,0,0,0.0
0,0.9999999,58,0,0.023353573,2140.0,1,0,0,0,0.0
0,0.9999999,59,0,1805.0,,5,0,2,0,0.0
1,0.684430512,34,0,0.143841912,2175.0,4,4,0,0,3.0
0,0.846727093,54,0,0.518248175,10000.0,11,0,2,0,0.0
0,0.166807905,73,0,0.13961098,5500.0,6,0,0,0,0.0
0,0.9999999,58,0,0.264071541,1900.0,2,0,0,0,0.0
0,0.040933755,35,0,1766.0,,7,0,1,0,0.0
0,0.415806945,61,1,0.322694677,9900.0,28,0,2,0,0.0
0,0.003280994,30,0,1.0,,3,0,0,0,0.0
0,0.041880646,47,0,2035.0,,6,0,1,0,3.0
1,1.004385528,48,4,1.163225386,4600.0,16,1,2,2,1.0
0,0.12136536,34,0,3300.0,,5,0,2,0,0.0
0,0.033341768,65,0,1.826810991,1200.0,13,0,1,0,0.0
0,0.46704155,25,0,22.0,1.0,6,0,0,0,4.0
0,0.270755895,48,0,0.322512077,5174.0,10,0,1,0,1.0
1,0.472691463,39,2,11.16605086,4600.0,26,0,1,0,2.0
0,0.176677418,72,0,0.230621469,8849.0,16,0,1,0,1.0
0,0.750732992,32,0,0.382004185,4300.0,8,0,0,0,2.0
0,0.202615948,74,0,303.0,,2,0,0,0,0.0
0,0.049244838,42,1,0.649932157,3684.0,11,0,1,0,2.0
0,0.667666167,24,0,0.146110057,2634.0,2,0,0,0,0.0
1,0.9999999,30,0,0.041422783,2220.0,0,0,0,0,0.0
0,0.007413188,60,1,0.37400892,8071.0,16,0,2,0,2.0
0,0.281455421,72,0,0.079962808,2150.0,4,0,0,0,0.0
0,0.149781789,61,0,0.130344306,5285.0,2,0,0,0,0.0
0,0.030082557,78,0,0.111256545,4583.0,9,0,1,0,0.0
0,0.11981507,56,0,0.250441956,8484.0,15,0,1,0,2.0
0,0.146758185,64,0,0.084166515,5500.0,19,0,0,0,0.0
0,0.233906437,24,0,0.020706456,820.0,2,0,0,0,0.0
0,0.30321742,38,0,0.105186902,3450.0,3,0,0,0,0.0
0,0.560429546,35,0,0.818603752,5170.0,6,0,2,0,2.0
0,0.08323485,73,0,0.027746532,8000.0,10,0,0,0,1.0
0,0.027459228,73,0,0.355516194,3951.0,10,0,1,0,1.0
0,0.0,61,0,0.22039048,17772.0,9,0,1,0,0.0
0,0.081116869,67,0,0.039720485,2718.0,13,0,0,0,0.0
0,0.064414969,63,0,0.24185637,7950.0,9,0,1,0,1.0
0,0.0,52,1,1.232418525,2331.0,11,0,1,0,2.0
1,0.9999999,35,0,0.065366829,8000.0,3,0,0,1,5.0
0,0.021532616,56,0,0.400742645,3500.0,9,0,1,0,0.0
0,0.960335978,57,0,0.682468329,2446.0,4,0,2,0,0.0
0,0.0,50,0,0.412146963,4000.0,11,0,2,0,0.0
0,0.041918323,85,0,0.432364886,3200.0,3,0,1,0,0.0
1,0.77595173,59,1,5541.0,,18,0,3,0,0.0
0,0.010349741,74,0,1186.0,,7,0,2,0,0.0
0,0.100474596,50,0,0.166735967,7214.0,10,0,0,0,2.0
0,0.194225595,28,0,0.039826696,6000.0,3,0,0,0,0.0
0,0.895701433,27,0,0.45508982,500.0,4,0,0,0,0.0
0,0.163283111,46,0,0.407335658,7742.0,7,0,1,0,2.0
0,0.01519848,35,0,0.282429393,4000.0,6,0,2,0,2.0
1,0.564447439,54,0,0.624791736,3000.0,22,0,0,0,0.0
1,0.771898381,34,0,1.277146751,2200.0,22,0,2,0,0.0
1,0.814798943,40,0,0.670207385,1976.0,7,0,0,0,0.0
0,0.064944918,31,0,0.161295852,5833.0,8,0,0,0,2.0
0,0.0,44,0,0.477124183,2600.0,3,0,1,0,0.0
0,0.105563148,85,1,0.291121162,4200.0,12,0,1,0,0.0
1,0.579427572,27,0,0.370253165,3475.0,17,0,0,0,0.0
0,0.073359073,34,0,0.130498842,4750.0,5,0,0,0,0.0
0,0.211433458,43,0,0.535744043,6000.0,6,0,2,0,1.0
0,0.002339534,31,0,0.338732901,8333.0,8,0,2,0,0.0
0,0.312602428,72,0,0.209401231,17869.0,8,0,2,0,1.0
0,0.012053213,59,0,0.20451843,9250.0,9,0,1,0,4.0
0,0.006941635,74,0,0.00359928,3333.0,7,0,0,0,0.0
